lcd_id,lcd_version,hcpc_code_group,paragraph,last_updated
33370,58,3,&lt;p&gt;&lt;strong&gt;INHALATION DRUGS AND SOLUTIONS&lt;&sol;strong&gt;&lt;&sol;p&gt;,02/12/2026
33827,55,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;GA – Waiver of liability statement issued as required by payer policy, individual case&lt;br &sol;&gt;GZ – Item or service expected to be denied as not reasonable and necessary&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;HCPCS Codes&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;",12/31/2025
33826,22,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS MODIFIER:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;NATIONAL DRUG CODES (NDC):&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;The National Drug Code (NDC) is a number which uniquely identifies a manufacturer&#39;s product in terms of the strength of each tablet&sol;capsule, quantity of tablets&sol;capsules in a package and other packaging details. Suppliers must use the NDC that matches the product dispensed.&lt;br &sol;&gt;&lt;br &sol;&gt;The oral anticancer drugs that are addressed in this policy are:&lt;br &sol;&gt;&lt;br &sol;&gt;Busulfan&lt;br &sol;&gt;Capecitabine&lt;br &sol;&gt;Cyclophosphamide&lt;br &sol;&gt;Etoposide&lt;br &sol;&gt;Melphalan&lt;br &sol;&gt;Methotrexate&lt;br &sol;&gt;Temozolomide&lt;br &sol;&gt;Topotecan&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",12/31/2025
33824,56,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;GY - Item or service statutorily excluded or does not meet the definition of any Medicare benefit&lt;br &sol;&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;JW - Drug amount discarded&sol;not administered to any patient&lt;br &sol;&gt;JZ - Zero drug amount discarded&sol;not administered to any patient&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",12/31/2025
33318,63,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIER&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;LT - Left side&lt;&sol;p&gt;
&lt;p&gt;RT - Right side&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES&lt;&sol;strong&gt;&lt;&sol;p&gt;",12/04/2025
33792,43,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA - Waiver of liability statement issued, as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GY &amp;ndash; Item or service statutorily excluded or does not meet the definition of any Medicare benefit&lt;&sol;p&gt;
&lt;p&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KC - Replacement of special power wheelchair interface&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;RB &amp;ndash; Replacement of a part of DME furnished as part of a repair&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;ARM OF CHAIR:&lt;&sol;strong&gt;&lt;&sol;p&gt;",10/23/2025
33792,43,2,&lt;p&gt;&lt;b&gt;FOOTREST&sol;LEGREST:&lt;&sol;b&gt;&lt;&sol;p&gt;,10/23/2025
33792,43,3,&lt;p&gt;&lt;b&gt;NONSTANDARD SEAT FRAME DIMENSIONS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,10/23/2025
33792,43,4,&lt;p&gt;&lt;b&gt;REAR WHEELS FOR MANUAL WHEELCHAIRS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,10/23/2025
33792,43,5,&lt;p&gt;&lt;b&gt;BATTERIES&sol;CHARGERS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,10/23/2025
33792,43,6,&lt;p&gt;&lt;b&gt;POWER SEATING SYSTEMS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,10/23/2025
33792,43,7,&lt;p&gt;&lt;b&gt;POWER WHEELCHAIR DRIVE CONTROL SYSTEMS:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,10/23/2025
33792,43,8,&lt;p&gt;&lt;b&gt;OTHER POWER WHEELCHAIR ACCESSORIES:&lt;&sol;b&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,10/23/2025
33792,43,9,&lt;p&gt;&lt;b&gt;MISCELLANEOUS ACCESSORIES:&lt;&sol;b&gt;&lt;&sol;p&gt;,10/23/2025
33789,38,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;&lt;p&gt;HCPCS MODIFIERS:&lt;&sol;b&gt;&lt;&sol;p&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;p&gt;EY – No physician or other licensed health care provider order for this item or service &lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GA - Waiver of liability statement  issued as required by payer policy, individual case &lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GY – Item or service statutorily excluded or doesn’t meet the definition of any Medicare benefit category &lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;GZ - Item or service expected to be denied as not reasonable and necessary &lt;&sol;p&gt;&lt;br &sol;&gt;&lt;p&gt;KX – Requirements specified in the medical policy have been met &lt;&sol;p&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;b&gt;&lt;p&gt;HCPCS CODES:&lt;&sol;b&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",10/23/2025
33739,23,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;",10/23/2025
33800,43,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EQUIPMENT&lt;&sol;p&gt;",10/22/2025
33800,43,2,&lt;p&gt;ACCESSORIES&lt;&sol;p&gt;,10/22/2025
33312,40,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&amp;nbsp;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed healthcare provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA - Waiver of liability statement on file issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GY - Item or service statutorily excluded or doesn&amp;rsquo;t meet the definition of any Medicare benefit category&lt;&sol;p&gt;
&lt;p&gt;GZ - Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;SEAT CUSHIONS:&lt;&sol;strong&gt;&lt;&sol;p&gt;",09/23/2025
33312,40,2,&lt;p&gt;BACK CUSHIONS:&lt;&sol;p&gt;,09/23/2025
33312,40,3,&lt;p&gt;POSITIONING ACCESSORIES:&lt;&sol;p&gt;,09/23/2025
33312,40,4,&lt;p&gt;MISCELLANEOUS:&lt;&sol;p&gt;,09/23/2025
33317,34,1,&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;LT - Left side&lt;br &sol;&gt;RT - Right side&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;,03/27/2025
33822,70,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS&lt;br &sol;&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;CG - Policy criteria applied&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;KF - Item designated by FDA as Class III device&lt;&sol;p&gt;
&lt;p&gt;KS - Glucose monitor supply for diabetic beneficiary not treated by insulin&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS &lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;EQUIPMENT&amp;nbsp;&lt;&sol;strong&gt;&lt;&sol;p&gt;",10/09/2024
33822,70,2,&lt;p&gt;&lt;strong&gt;ACCESSORIES&sol;SUPPLIES&lt;&sol;strong&gt;&lt;&sol;p&gt;,10/09/2024
39591,11,1,"&lt;p&gt;&lt;p style=&quot;line-height: 107%;&quot;&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 107%;&quot;&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt; &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS: &lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;LT &amp;ndash; Left side&lt;&sol;p&gt;
&lt;p&gt;RT &amp;ndash; Right side&lt;&sol;p&gt;&lt;&sol;p&gt;",02/16/2024
39591,11,2,&lt;p&gt;ACCESSORIES&sol;SUPPLIES&lt;&sol;p&gt;,02/16/2024
33831,48,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p&gt;HCPCS MODIFIERS:&lt;&sol;p&gt;
&lt;p&gt;A1 &amp;ndash; Dressing for one wound&lt;br &sol;&gt;A2 &amp;ndash; Dressing for two wounds&lt;br &sol;&gt;A3 &amp;ndash; Dressing for three wounds&lt;br &sol;&gt;A4 &amp;ndash; Dressing for four wounds&lt;br &sol;&gt;A5 &amp;ndash; Dressing for five wounds&lt;br &sol;&gt;A6 &amp;ndash; Dressing for six wounds&lt;br &sol;&gt;A7 &amp;ndash; Dressing for seven wounds&lt;br &sol;&gt;A8 &amp;ndash; Dressing for eight wounds&lt;br &sol;&gt;A9 &amp;ndash; Dressing for nine or more wounds&lt;br &sol;&gt;AW &amp;ndash; Item furnished in conjunction with a surgical dressing&lt;br &sol;&gt;EY &amp;ndash; No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;GY - Item or service statutorily noncovered or does not meet the definition of any Medicare benefit&lt;br &sol;&gt;LT - Left side&lt;br &sol;&gt;RT - Right side&lt;&sol;p&gt;
&lt;p&gt;HCPCS CODES:&lt;&sol;p&gt;",02/08/2024
33828,27,1,"&lt;p&gt;&lt;strong&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;HCPCS MODIFIERS:&lt;br &sol;&gt;&lt;br &sol;&gt;AU - Item furnished in conjunction with a urological, ostomy or tracheostomy supply.&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service.&lt;br &sol;&gt;&lt;br &sol;&gt;HCPCS CODES:&lt;&sol;p&gt;",12/07/2023
33802,35,1,"&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;EY - No physician or other licensed health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA - Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX - Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;EQUIPMENT&lt;&sol;strong&gt;&lt;&sol;p&gt;",12/07/2023
33802,35,2,&lt;p&gt;&lt;b&gt;SUPPLIES&lt;&sol;b&gt;&lt;&sol;p&gt;,12/07/2023
33612,26,1,&lt;p&gt;The appearance of a code in this section does not necessarily indicate coverage. &lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;EY - No physician or other licensed health care provider order for this item or service&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;,12/07/2023
38953,16,1,"&lt;p&gt;&lt;p style=&quot;line-height: 14.4pt; background: white;&quot;&gt;The appearance of a code in this section does not necessarily indicate coverage.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 14.4pt; background: white;&quot;&gt;&lt;strong&gt;HCPCS MODIFIERS:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 14.4pt; background: white;&quot;&gt;BA &amp;ndash; Item used in conjunction with parenteral enteral nutrition (PEN) services&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 14.4pt; background: white;&quot;&gt;EY &amp;ndash; No physician or other health care provider order for this item or service&lt;&sol;p&gt;
&lt;p&gt;GA &amp;ndash; Waiver of liability statement issued as required by payer policy, individual case&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 14.4pt; background: white;&quot;&gt;GY - Item or service statutorily excluded or doesn&amp;rsquo;t meet the definition of any Medicare benefit category&lt;&sol;p&gt;
&lt;p&gt;GZ &amp;ndash; Item or service expected to be denied as not reasonable and necessary&lt;&sol;p&gt;
&lt;p&gt;KX &amp;ndash; Requirements specified in the medical policy have been met&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;HCPCS CODES:&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",12/07/2023
