lcd_id,lcd_version,rev_hist_num,rev_hist_date,rev_hist_exp,last_updated
33267,17,4,10/01/2017,10/02/2018: This LCD version is approved to allow local coverage documents to be related to the LCD.,10/02/2018
33267,17,3,10/01/2017,"Revision Number: 2

Publication: September 2017 Connection

LCR A/B2017-038

Explanation of Revision: Based on CR 10153 (Annual 2018 ICD-10-CM Update) the LCD was revised. Descriptor revised for ICD-10-CM diagnosis code I50.1. Added ICD-10-CM diagnosis code I21.9, I21.A1-I21.A9, I50.810-I50.89 and R06.03. The effective date of this revision is based on date of service.

10/01/2017: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination and therefore not all the fields included on the LCD are applicable as noted in this policy.",09/22/2017
33267,17,2,05/12/2017,"Revision Number: 1 Publication: June 2017 Connection LCR A/B2017-023

Explanation of Revision: Based on CR 8776, the following verbiage was removed from the “CPT/HCPCS Codes” section of the LCD: “Per CR 8572, beginning in CY 2014, payment for most laboratory tests (except for molecular pathology tests) will be packaged under the OPPS, therefore the clinical laboratory tests listed below, for TOB 13X (outpatient hospital), are packaged in this setting.” The effective date of this revision is for claims processed on or after 05/12/2017, for dates of service on or after 01/01/2014.",06/02/2017
33267,17,1,10/01/2015,03/04/15 - - The language and/or ICD-10-CM diagnoses were updated to be consistent with the current ICD-9-CM LCD’s language and coding.,03/04/2015
33274,43,12,11/09/2025,"LCD posted for notice on 09/25/2025 to become effective 11/09/2025.

Proposed LCD posted for comment on 10/10/2024.",09/19/2025
33274,43,11,03/21/2021,"LCD posted for notice on 02/04/2021. LCD becomes effective for dates of service on and after 03/21/2021.

09/24/2020 DL33274 Draft LCD posted for comment.",01/29/2021
33274,43,10,01/08/2019,"Revision Number: 8
Publication November 2019 Connection
LCR A/B2019-075

Explanation of Revision: Based on Change Request (CR) 10901, the LCD was revised to remove all billing and coding and all language not related to reasonable and necessary provisions (“Bill Type Codes,” “Revenue Codes,” “CPT/HCPCS Codes,” “ICD-10 Codes that Support Medical Necessity,” “Documentation Requirements” and “Utilization Guidelines” sections of the LCD) and place them into a newly created billing and coding article. During the process of moving the ICD-10-CM diagnosis codes to the billing and coding article, the ICD-10-CM diagnosis code ranges were broken out and listed individually. In addition, the Social Security Act and IOM reference sections were updated. The effective date of this revision is for claims processed on or after January 8, 2019, for dates of service on or after October 3, 2018.

At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination and therefore not all the fields included on the LCD are applicable as noted in this LCD.",11/21/2019
33274,43,9,11/15/2018,"Revision Number: 7
Publication: November 2018 Connection
LCR A/B2018-085

Explanation of Revision: Based on a LCD reconsideration request, the “Coverage Indications, Limitations, and/or Medical Necessity” section of the LCD under “FDA indications for Xeomin®:” was revised to add the FDA indication “chronic sialorrhea in adult patients”. Also, the “ICD-10 Codes that Support Medical Necessity” section of the LCD was revised to add ICD-10-CM diagnosis code K11.7 to the “Group 4 Codes” that support medical necessity for procedure code J0588 (Injection, incobotulinumtoxin A, 1 unit). In addition, the “Sources of Information” section of the LCD was updated to include the published source from the reconsideration request. This revision to the LCD is effective for claims processed on or after 11/15/2018, for dates of service on or after 07/03/2018.

11/15/2018: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination and therefore not all the fields included on the LCD are applicable as noted in this LCD.",11/08/2018
33274,43,8,10/01/2018,"Revision Number: 6

Explanation of Revision: Based on CR 10847 (Annual 2019 ICD-10-CM Update), the LCD was revised to indicate that diagnosis codes were added and deleted within existing diagnosis code ranges. The effective date of this revision is based on date of service.",10/03/2018
33274,43,7,05/03/2018,"Revision Number: 5

Publication: May 2018 Connection

LCR A/B2018-041

Explanation of revision: Based on an LCD reconsideration request, this LCD was revised in the “Coverage Indications, Limitations, and/or Medical Necessity” section to include the FDA indications for Dysport® –the treatment of spasticity in adults and the treatment of lower limb spasticity in pediatric patients 2 years of age and older. In addition, the accompanying diagnosis codes (G11.4, G80.8, G82.21-G82.22, G82.51-G82.52, G83.11-G83.14, I69.041-I69.044, I69.141-I69.144, I69.241-I69.244, I69.341-I69.344, I69.841-I69.844, M62.451-M62.452, M62.461-M62.462, M62.471-M62.472, M62.48, M62.49, M62.831, and M62.838) for these indications were added to the “ICD-10 Codes that Support Medical Necessity” section under “Group 2 Codes:” and the “Sources of Information and Basis for Decision” has also been updated. The LCD revision to include the treatment of lower limb spasticity in pediatric patients 2 years of age and older is effective for claims processed on or after May 3, 2018, for dates of service on or after 07/29/2016. The LCD revision to include the treatment of spasticity in adults is effective for claims processed on or after May 3, 2018, for dates of service on or after June 14, 2017.

05/03/2018: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination and therefore not all the fields included on the LCD are applicable as noted in this policy.",04/27/2018
33274,43,6,02/08/2018,"Revision Number: 4

Publication: February 2018 Connection

LCR A/B2018-012

Explanation of revision: This LCD has been revised to include an explanation that all the codes within the asterisked range from the first code to the last code apply for ICD-10 code ranges in the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure codes J0585, J0586 and J0588. In addition, the procedure codes in the “CPT/HCPCS Codes” section of the LCD were put in groups to be consistent with the groups in the “ICD-10 Codes that Support Medical Necessity” section of the LCD. The effective date of this revision is based on process date.

02/08/2018: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination and therefore not all the fields included on the LCD are applicable as noted in this policy.",02/02/2018
33274,43,5,06/09/2016,"Revision Number: 3
Publication: June 2016 Connection
LCR A/B2016-066

Explanation of revision: Based on an LCD reconsideration request, this LCD was revised to add ICD-10-CM codes G80.0, G80.1, G80.2, G82.53, G82.54, G83.0*, and ICD-10-CM code ranges G83.21-G83.24*, I69.031-I69.034, I69.051-I69.054, I69.131-I69.134, I69.151-I69.154, I69.231-I69.234, I69.251-I69.254, I69.331-I69.334, I69.351-I69.354, I69.831-I69.834, and I69.851-I69.854 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0586. Additionally, language clarifying the asterisked diagnoses was also added to this section. Also, “spasticity of the arm in patients following a stroke” was removed from the “Off-label Indications” section for Dysport™. The effective date of this revision is for dates of service on or after 06/09/16. This LCD was also revised to add ICD-10-CM code range G81.11-G81.14 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0588. The effective date of this revision is for claims processed on or after 06/09/16, for dates of service on or after 12/22/2015. In addition, based on an LCD reconsideration request, this LCD was revised to add ICD-10-CM codes G80.0, G80.1, G80.2, G82.53, G82.54, G83.0*, and ICD-10-CM code ranges G83.21-G83.24*, I69.031-I69.034, I69.051-I69.054, I69.131-I69.134, I69.151-I69.154, I69.231-I69.234, I69.251-I69.254, I69.331-I69.334, I69.351-I69.354, I69.831-I69.834, and I69.851-I69.854 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0588. The effective date of this revision is for dates of service on or after 06/09/16.",06/23/2016
33274,43,4,06/09/2016,"Revision Number: 3
Publication: June 2016 Connection
LCR A/B2016-066

Explanation of revision: Based on an LCD reconsideration request, this LCD was revised to add ICD-10-CM codes G80.0, G80.1, G80.2, G82.53, G82.54, G83.0*, and ICD-10-CM code ranges G83.21-G83.24*, I69.031-I69.034, I69.051-I69.054, I69.131-I69.134, I69.151-I69.154, I69.231-I69.234, I69.251-I69.254, I69.331-I69.334, I69.351-I69.354, I69.831-I69.834, and I69.851-I69.854 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0586. Additionally, language clarifying the asterisked diagnoses was also added to this section. Also, “spasticity of the arm in patients following a stroke” was removed from the “Off-label Indications” section for Dysport™. The effective date of this revision is for dates of service on or after 06/09/16. This LCD was also revised to add ICD-10-CM code range G81.11-G81.14 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0588. The effective date of this revision is for claims processed on or after 06/09/16, for dates of service on or after 12/22/2015. In addition, based on an LCD reconsideration request, this LCD was revised to add ICD-10-CM codes G80.0, G80.1, G80.2, G82.53, G82.54, G83.0*, and ICD-10-CM code ranges G83.21-G83.24*, I69.031-I69.034, I69.051-I69.054, I69.131-I69.134, I69.151-I69.154, I69.231-I69.234, I69.251-I69.254, I69.331-I69.334, I69.351-I69.354, I69.831-I69.834, and I69.851-I69.854 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0588. The effective date of this revision is for dates of service on or after 06/09/16.",06/09/2016
33274,43,3,06/09/2016,"Revision Number: 3
Publication: June 2016 Connection
LCR A/B2016-066

Explanation of revision: Based on an LCD reconsideration request, this LCD was revised to add ICD-10-CM codes G80.0, G80.1, G80.2, G82.53, G82.54, G83.0*, and ICD-10-CM code ranges G83.21-G83.24*, I69.031-I69.034, I69.051-I69.054, I69.131-I69.134, I69.151-I69.154, I69.231-I69.234, I69.251-I69.254, I69.331-I69.334, I69.351-I69.354, I69.831-I69.834, and I69.851-I69.854 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0586. Additionally, language clarifying the asterisked diagnoses was also added to this section. Also, “spasticity of the arm in patients following a stroke” was removed from the “Off-label Indications” section for Dysport™. The effective date of this revision is for dates of service on or after 06/09/16. This LCD was also revised to add ICD-10-CM code range G81.11-G81.14 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0588. The effective date of this revision is for claims processed on or after 06/09/16, for dates of service on or after 12/22/2015. In addition, based on an LCD reconsideration request, this LCD was revised to add ICD-10-CM codes G80.0, G80.1, G80.2, G82.53, G82.54, G83.0*, and ICD-10-CM code ranges G83.21-G83.24*, I69.031-I69.034, I69.051-I69.054, I69.131-I69.134, I69.151-I69.154, I69.231-I69.234, I69.251-I69.254, I69.331-I69.334, I69.351-I69.354, I69.831-I69.834, and I69.851-I69.854 under the “ICD-10 Codes that Support Medical Necessity” section of the LCD for procedure code J0588. The effective date of this revision is for dates of service on or after 06/09/16.",06/03/2016
33274,43,2,03/29/2016,"Revision Number: 2
Publication: March 2016 Connection
LCR A/B2016-053

Explanation of revision: Based on an LCD reconsideration request, this LCD was revised to include the FDA indication for Xeomin® –upper limb spasticity in adult patients under the “Indications and Limitations of Coverage and/or Medical Necessity” section of the LCD. The effective date of this revision is for claims processed on or after 3/29/2016, for dates of service on or after 12/22/2015. This LCD was also revised based on LCD reconsideration request to include the FDA indication for Botox® - lower limb spasticity in adult patients under the “Indications and Limitations of Coverage and/or Medical Necessity” section. In addition “spastic hemiplegia”, and “spasticity related to stroke” were removed from the “Off label Indications for Botox®” and added to the “FDA Indications for Botox®” section of the LCD. Also, the ICD-10-CM codes G80.1, I69.061-I69.065, I69.161- I69.165, I69.261-I69.265 and I69.361-I69.365 were added under “ICD-10 Codes that Support Medical Necessity” for procedure code J0585. The effective date of this revision is for claims processed on or after 03/29/2016, for dates of service on or after 01/21/2016.",03/15/2016
33274,43,1,02/23/2016,"Revision Number: 1
Publication: March 2016 Connection
LCR A/B2016-044

Explanation of revision: Based on an LCD reconsideration request, this LCD was revised to include FDA indication for Dysport— upper limb spasticity in adult patients under the Indications and Limitations of Coverage and/or Medical Necessity section of the LCD. The effective date of this revision is for claims processed on or after 02/23/2016, for dates of service on or after 07/15/15",02/24/2016
33312,40,13,10/01/2025,"Revision Effective Date: 10/01/2025
COVERAGE INDICATIONS, LIMITATIONS, AND/OR MEDICAL NECESSITY:
Removed: “as reflected in a diagnosis code listed in Group 1 of the ICD-10 code list in the LCD-related Policy Article” and “as reflected in a diagnosis code listed in Group 2 of the ICD-10 code list in the LCD-related Policy Article” from the skin protection seat cushion coverage criteria language
Removed: “that are due to one of the following (a or b):,” “a. A diagnosis code listed in Group 2 of the ICD-10 code list in the LCD-related Policy Article; or,” and “b. A diagnosis code listed in Group 3 of the ICD-10 code list in the LCD-related Policy Article” from the positioning seat cushion, positioning back cushion, and positioning accessory coverage criteria language
Removed: “(Note special instructions for a combination skin protection and positioning cushion in the ICD-10 code list in the LCD-related Policy Article.)”

10/02/2025: Pursuant to the 21st Century Cures Act, these revisions do not require notice and comment because the revisions are non-substantive updates.",09/23/2025
33312,40,12,04/01/2025,"Revision Effective Date: 04/01/2025
HCPCS CODES:
Revised: Long description for HCPCS code E1028
Added: HCPCS codes E1033 and E1034 to Group 3 Codes

04/03/2025: Pursuant to the 21st Century Cures Act, these revisions do not require notice and comment because the revisions are non-discretionary updates per CMS HCPCS coding determinations.",03/25/2025
33312,40,11,01/01/2020,"Revision Effective Date: 01/01/2020
COVERAGE INDICATIONS, LIMITATIONS, AND/OR MEDICAL NECESSITY:
Revised: Format of HCPCS code references, from code 'spans' to individually-listed HCPCS
Removed: Statement to refer to ICD-10 Codes that are Covered section in the LCD-related PA
Added: Statement to refer to the ICD-10 code list in the LCD-related Policy Article
Revised: Order information as a result of Final Rule 1713
CODING INFORMATION:
Removed: Field titled “Bill Type”
Removed: Field titled “Revenue Codes”
Removed: Field titled “ICD-10 Codes that Support Medical Necessity”
Removed: Field titled “ICD-10 Codes that DO NOT Support Medical Necessity”
Removed: Field titled “Additional ICD-10 Information”
DOCUMENTATION REQUIREMENTS:
Revised: “physician’s” to “treating practitioner’s”
GENERAL DOCUMENTATION REQUIREMENTS:
Revised: Prescriptions (orders) to SWO

03/12/2020: Pursuant to the 21st Century Cures Act, these revisions do not require notice and comment because they are due to non-discretionary coverage updates reflective of CMS FR-1713, HCPCS code changes, and non-substantive corrections (listing individual HCPCS codes instead of a HCPCS code-span).",03/07/2020
33312,40,10,01/01/2019,"Revision Effective Date: 01/01/2019
COVERAGE INDICATIONS, LIMITATIONS, AND/OR MEDICAL NECESSITY:
Removed: Statement to refer to diagnosis code section below
Added: Refer to Covered ICD-10 Codes in the LCD-related Policy Article
ICD-10 CODES THAT SUPPORT MEDICAL NECESSITY:
Moved: All diagnosis codes to the LCD-related Policy Article diagnosis code section per CMS instruction
ICD-10 CODES THAT DO NOT SUPPORT MEDICAL NECESSITY:
Moved: Statement about noncovered diagnosis codes moved to LCD-related Policy Article noncovered diagnosis code section per CMS instruction",05/16/2019
33312,40,9,10/01/2018,"Revision Effective Date: 10/01/2018

ICD-10 CODES THAT SUPPORT MEDICAL NECESSITY:

Removed: ICD-10 code G71.0 from Group 2 and Group 4 due to annual ICD-10 Code updates

Added: New expanded ICD-10 codes, to Group 2 and Group 4, for those removed

09/27/2018: At this time 21st Century Cures Act will apply to new and revised LCDs that restrict coverage which requires comment and notice. This revision is not a restriction to the coverage determination; and, therefore not all the fields included on the LCD are applicable as noted in this policy.",09/20/2018
